label,speed,volume,tilt,jerk,hand_height
1,0.005207985145392033,0.29150430214548884,0.9736522687439967,0.0025618150732097506,-0.3355737370093664
2,0.003664819552222304,0.2420921649862492,0.8048932796467811,0.002277064368705368,-0.3784638190828264
3,0.004358698765329204,0.31226976417600083,0.9702315661048874,0.0016207204344875648,-0.38756669962008794
4,0.0039060488557825825,0.2932488108785654,0.9665839240276368,0.0023714459674499654,-0.4613789030035337
5,0.004679411731120262,0.3052541398388228,0.9727957157583212,0.002016923182821092,-0.41836676921049754
6,0.004114415252760832,0.2723886947858163,0.9236593034515869,0.002092416890567609,-0.3286007427811623
7,0.002362978758734641,0.18729961939442544,0.9866125094770982,0.0012655375484022769,-0.5914293442447981
